"2,,""Micrometru"",""UL"",""ro""";;
"338,,""мм рт. ст."",""UT"",""ru""";;
"339,,""см вод. СТ."",""UT"",""ru""";;
"348,,""кг/л"",""UT"",""ru""";;
"349,,""Кл/кг"",""UT"",""ru""";;
"350,,""ПС"",""UTI"",""ru""";;
"351,,""КС"",""UTI"",""ru""";;
"352,,""МКС"",""UTI"",""ru""";;
"353,,""мс"",""UTI"",""ru""";;
"354,,""с"",""UTI"",""ru""";;
"355,,""мин"",""UTI"",""ru""";;
"356,,""ч"",""UTI"",""ru""";;
"357,,""раб. ч."",""UTI"",""ru""";;
"358,,""сверхур. ц"",""UTI"",""ru""";;
"359,,""дн";" сут."",""UTI"",""ru""";
"360,,""нсл"",""UTI"",""ru""";;
"361,,""дек"",""UTI"",""ru""";;
"362,,""мес"",""UTI"",""ru""";;
"363,,""раб.мес"",""UTI"",""ru""";;
"364,,""кв"",""UTI"",""ru""";;
"365,,""пгод"",""UTI"",""ru""";;
"366,,""г";" лет"",""UTI"",""ru""";
"367,,""свг"",""UTI"",""ru""";;
"368,,""деслет"",""UTI"",""ru""";;
"369,,""век"",""UTI"",""ru""";;
"487,,""кг/с"",""UE"",""ru""";;
"499,,""мг/ч"",""UE"",""ru""";;
"500,,""кг/ч"",""UE"",""ru""";;
"501,,""г/ кВт. ч"",""UE"",""ru""";;
"510,,""кг/ Гкал"",""UE"",""ru""";;
"511,,""т. ном"",""UE"",""ru""";;
"512,,""т тяги"",""UE"",""ru""";;
"514,,""чел/м!"",""UE"",""ru""";;
"521,,""чел/км2"",""UE"",""ru""";;
"522,,""чел/год"",""UE"",""ru""";;
"524,,""норм.час"",""UE"",""ru""";;
"526,,""норм. смен."",""UE"",""ru""";;
"527,,""ч работ. оборуд."",""UE"",""ru""";;
"528,,""т пар/ч"",""UE"",""ru""";;
"533,,""т/ч"",""UE"",""ru""";;
"534,,""т/сут."",""UE"",""ru""";;
"535,,""т/смен."",""UE"",""ru""";;
"538,,""чел. ч"",""UE"",""ru""";;
"576,,""м3/с"",""UE"",""ru""";;
"596,,""см3/с"",""UE"",""ru""";;
"597,,""м3/ч"",""UE"",""ru""";;
"599,,""л/км"",""UE"",""ru""";;
"601,,""бал"",""UE"",""ru""";;
"604,,""банк"",""UE"",""ru""";;
"607,,""бутыль"",""UE"",""ru""";;
"608,,""ведро"",""UE"",""ru""";;
"609,,""брус"",""UE"",""ru""";;
"612,,""брусок"",""UE"",""ru""";;
"613,,""бум. меш."",""UE"",""ru""";;
"614,,""бухт"",""UE"",""ru""";;
"615,,""боб."",""UE"",""ru""";;
"616,,""бочен."",""UE"",""ru""";;
"620,,""бочка"",""UE"",""ru""";;
"621,,""доска"",""UE"",""ru""";;
"623,,""лист"",""UE"",""ru""";;
"626,,""sar."",""UE"",""ru""";;
"627,,""ваг. ч"",""UE"",""ru""";;
"628,,""ваг. дн."",""UE"",""ru""";;
"629,,""станд. усл. кирп"",""UE"",""ru""";;
"630,,""кол. служ. ваг."",""UE"",""ru""";;
"631,,""лин.дост."",""UE"",""ru""";;
"632,,""доз"",""UE"",""ru""";;
"640,,""дюжина"",""UE"",""ru""";;
"641,,""ед."",""UE"",""ru""";;
"644,,""ед. обор."",""UE"",""ru""";;
"645,,""абон ед"",""UE"",""ru""";;
"646,,""корм. ед."",""UE"",""ru""";;
"647,,""ц корм. ед."",""UE"",""ru""";;
"648,,""ед. на т"",""UE"",""ru""";;
"649,,""ц с га"",""UE"",""ru""";;
"650,,""порт св."",""UE"",""ru""";;
"652,,""обслуж. лин.св."",""UE"",""ru""";;
"653,,""мин. сообщ."",""UE"",""ru""";;
"759,,""кг/га"",""UE"",""ru""";;
"760,,""т/га"",""UE"",""ru""";;
"761,,""кг/чел."",""UE"",""ru""";;
"762,,""га/чел."",""UE"",""ru""";;
"763,,""лей/чел."",""UE"",""ru""";;
"766,,""тыс. лей/га"",""UE"",""ru""";;
"767,,""лей/ч"",""UE"",""ru""";;
"768,,""упак."",""UE"",""ru""";;
"779,,""дюжина"",""UE"",""ru""";;
"783,,""чел."",""UE"",""ru""";;
"794,,""шт."",""UE"",""ru""";;
"811,,""ЯШ."",""UE"",""ru""";;
"814,,""креп. спирта по массе"",""UE"",""ru""";;
"820,,""креп. спирта по объему"",""UE"",""ru""";;
"821,,""л 100% спирта"",""UE"",""ru""";;
"831,,""гл 100% спирта"",""UE"",""ru""";;
"833,,""гол"",""UE"",""ru""";;
"838,,""компл"",""UE"",""ru""";;
"839,,""секц"",""UE"",""ru""";;
"908,,""ном."",""UE"",""ru""";;
"909,,""кварт."",""UE"",""ru""";;
"911,,""кошек"",""UE"",""ru""";;
"913,,""том книжн фонд"",""UE"",""ru""";;
"915,,""усл. рем."",""UE"",""ru""";;
"916,,""усл. рем/ год"",""UE"",""ru""";;
"917,,""смен"",""UE"",""ru""";;
"918,,""л. авт."",""UE"",""ru""";;
"920,,""л  печ"",""UE"",""ru""";;
"921,,""л уч.изд"",""UE"",""ru""";;
"922,,""знак"",""UE"",""ru""";;
"923,,""слово"",""UE"",""ru""";;
"924,,""символ"",""UE"",""ru""";;
"925,,""усл. труб"",""UE"",""ru""";;
"2,,""µm"",""UL"",""en""";;
"3,,""mm"",""UL"",""en""";;
"4,,""cm"",""UL"",""en""";;
"5,,""dm"",""UL"",""en""";;
"6,,""m"",""UL"",""en""";;
"8,,""km";"m"",""UL"",""en""";
"9,,""Mm"; m;" mie km"",""UL"",""en"""
"10,,""pc"",""UL"",""en""";;
"18,,""m lin."",""UL"",""en""";;
"19,,""mie m lin."",""UL"",""en""";;
"20,,""m conv."",""UL"",""en""";;
"21,,""m lin. sapare"",""UL"",""en""";;
"22,,""cm lin."",""UL"",""en""";;
"23,,""10 m lin."",""UL"",""en""";;
"39,,""in"",""UL"",""en""";;
"41,,""ft"",""UL"",""en""";;
"43,,""yd"",""UL"",""en""";;
"47,,""n mile"",""UL"",""en""";;
"48,,""mie m conv."",""UL"",""en""";;
"49,,""km cond. conv."",""UL"",""en""";;
"50,,""mm2"",""UA"",""en""";;
"51,,""cm2"",""UA"",""en""";;
"53,,""dm2"",""UA"",""en""";;
"54,,""mie dm2"",""UA"",""en""";;
"55,,""m2"",""UA"",""en""";;
"56,,""mln dm2"",""UA"",""en""";;
"57,,""mln m2"",""UA"",""en""";;
"58,,""daa"",""UA"",""en""";;
"59,,""ha"",""UA"",""en""";;
"60,,""mie ha"",""UA"",""en""";;
"61,,""km2"",""UA"",""en""";;
"62,,""m2 conv."",""UA"",""en""";;
"63,,""mie m2 conv."",""UA"",""en""";;
"64,,""mln m2 conv."",""UA"",""en""";;
"71,,""in2"",""UA"",""en""";;
"73,,""ft2"",""UA"",""en""";;
"75,,""yd2"",""UA"",""en""";;
"81,,""m2 ar.tot."",""UA"",""en""";;
"83,,""mln m2 ar.tot."",""UA"",""en""";;
"84,,""m2 sp. loc."",""UA"",""en""";;
"85,,""mie m2 sp. loc."",""UA"",""en""";;
"86,,""mln m2 sp. loc."",""UA"",""en""";;
"87,,""m2 cl. stud. lab."",""UA"",""en""";;
"88,,""mie m2 cl. stud. lab."",""UA"",""en""";;
"89,,""mln m2calc. 2 mm"",""UA"",""en""";;
"109,,""a"",""UA"",""en""";;
"110,,""mm3"",""UV"",""en""";;
"111,,""cm3";" ml"",""UV"",""en""";
"112,,""l";"dm3"",""UV"",""en""";
"113,,""m3"",""UV"",""en""";;
"114,,""mie m3"",""UV"",""en""";;
"115,,""mlrd m3"",""UV"",""en""";;
"116,,""dal"",""UV"",""en""";;
"118,,""dl"",""UV"",""en""";;
"119,,""mie dal"",""UV"",""en""";;
"120,,""mln dal"",""UV"",""en""";;
"121,,""m3 consist."",""UV"",""en""";;
"122,,""hl"",""UV"",""en""";;
"123,,""m3 conv."",""UV"",""en""";;
"124,,""mie m3 conv."",""UV"",""en""";;
"125,,""mln m3 prel. gaz/a"",""UV"",""en""";;
"126,,""Ml"",""UV"",""en""";;
"127,,""mie m3 consist."",""UV"",""en""";;
"128,,""mie 1/2 l"",""UV"",""en""";;
"129,,""mln 1/2 l"",""UV"",""en""";;
"131,,""in3"",""UV"",""en""";;
"132,,""ft3"",""UV"",""en""";;
"133,,""yd3"",""UV"",""en""";;
"134,,""m3 cap."",""UV"",""en""";;
"156,,""mie m3 rap."",""UV"",""en""";;
"157,,""l/min"",""UV"",""en""";;
"158,,""l/d"",""UV"",""en""";;
"160,,""hg"",""UM"",""en""";;
"161,,""mg"",""UM"",""en""";;
"162,,""carat"",""UM"",""en""";;
"163,,""g"",""UM"",""en""";;
"165,,""carate"",""UM"",""en""";;
"166,,""kg"",""UM"",""en""";;
"167,,""mln carate"",""UM"",""en""";;
"168,,""t"",""UM"",""en""";;
"169,,""mie t"",""UM"",""en""";;
"170,,""kt"",""UM"",""en""";;
"171,,""mln t"",""UM"",""en""";;
"172,,""t comb. conv."",""UM"",""en""";;
"173,,""cg"",""UM"",""en""";;
"175,,""mie t comb. conv."",""UM"",""en""";;
"176,,""mln t comb. conv."",""UM"",""en""";;
"177,,""mie t dep. sim."",""UM"",""en""";;
"178,,""mie t prel."",""UM"",""en""";;
"179,,""t conv."",""UM"",""en""";;
"180,,""auto t"",""UM"",""en""";;
"181,,""t-registru brut"",""UM"",""en""";;
"185,,""t metr. cap. incarc."",""UM"",""en""";;
"206,,""q";"102 kg"",""UM"",""en""";
"207,,""mln m3"",""UT"",""en""";;
"208,,""erg/s"",""UT"",""en""";;
"209,,""kgf m/s"",""UT"",""en""";;
"210,,""µW"",""UT"",""en""";;
"211,,""mW"",""UT"",""en""";;
"212,,""W"",""UT"",""en""";;
"214,,""kW"",""UT"",""en""";;
"215,,""MW"",""UT"",""en""";;
"216,,""hW"",""UT"",""en""";;
"217,,""hWh"",""UT"",""en""";;
"218,,""cons. kW"",""UT"",""en""";;
"219,,""GW"",""UT"",""en""";;
"220,,""µV"",""UT"",""en""";;
"221,,""mV"",""UT"",""en""";;
"222,,""V"",""UT"",""en""";;
"223,,""kV"",""UT"",""en""";;
"224,,""MV"",""UT"",""en""";;
"225,,""V/m"",""UT"",""en""";;
"226,,""VA"",""UT"",""en""";;
"227,,""kVA"",""UT"",""en""";;
"228,,""MVA"",""UT"",""en""";;
"229,,""VAr"",""UT"",""en""";;
"230,,""kVAr"",""UT"",""en""";;
"231,,""m/h"",""UT"",""en""";;
"232,,""kcal"",""UT"",""en""";;
"233,,""Gcal"",""UT"",""en""";;
"234,,""mie Gcal"",""UT"",""en""";;
"235,,""mln Gcal"",""UT"",""en""";;
"236,,""cal/h"",""UT"",""en""";;
"237,,""kcal/h"",""UT"",""en""";;
"238,,""Gcal/h"",""UT"",""en""";;
"239,,""mie Gcal/h"",""UT"",""en""";;
"240,,""cal"",""UT"",""en""";;
"241,,""mln Ah"",""UT"",""en""";;
"242,,""mln kVA"",""UT"",""en""";;
"243,,""Wh"",""UT"",""en""";;
"244,,""W/m2"",""UT"",""en""";;
"245,,""kWh"",""UT"",""en""";;
"246,,""MWh"",""UT"",""en""";;
"247,,""GWh"",""UT"",""en""";;
"248,,""kVAr"",""UT"",""en""";;
"249,,""mlrd kWh"",""UT"",""en""";;
"250,,""mie kVAr"",""UT"",""en""";;
"251,,""CP"",""UT"",""en""";;
"252,,""mie CP"",""UT"",""en""";;
"253,,""mln CP"",""UT"",""en""";;
"254,,""bit"",""UT"",""en""";;
"255,,""byt"",""UT"",""en""";;
"256,,""kbyt"",""UT"",""en""";;
"257,,""Mbyt"",""UT"",""en""";;
"258,,""bod"",""UT"",""en""";;
"259,,""Gbyt"",""UT"",""en""";;
"260,,""A"",""UT"",""en""";;
"261,,""A/m"",""UT"",""en""";;
"262,,""As"",""UT"",""en""";;
"263,,""Ah"",""UT"",""en""";;
"264,,""Ah"",""UT"",""en""";;
"265,,""Am2"",""UT"",""en""";;
"266,,""kA"",""UT"",""en""";;
"267,,""pA"",""UT"",""en""";;
"268,,""VA/kg"",""UT"",""en""";;
"269,,""mA"",""UT"",""en""";;
"270,,""С"",""UT"",""en""";;
"271,,""J"",""UT"",""en""";;
"272,,""mol"",""UT"",""en""";;
"273,,""kJ"",""UT"",""en""";;
"274,,""Ω"",""UT"",""en""";;
"276,,""MΩ"",""UT"",""en""";;
"277,,""GΩ"",""UT"",""en""";;
"278,,""kΩ"",""UT"",""en""";;
"279,,""°"",""UT"",""en""";;
"280,,""°C"",""UT"",""en""";;
"281,,""°F"",""UT"",""en""";;
"282,,""cd"",""UT"",""en""";;
"283,,""Ix"",""UT"",""en""";;
"284,,""Im"",""UT"",""en""";;
"285,,""pF"",""UT"",""en""";;
"286,,""mF"",""UT"",""en""";;
"287,,""H"",""UT"",""en""";;
"288,,""К"",""UT"",""en""";;
"289,,""N"",""UT"",""en""";;
"290,,""Hz"",""UT"",""en""";;
"291,,""kHz"",""UT"",""en""";;
"292,,""MHz"",""UT"",""en""";;
"293,,""GHz"",""UT"",""en""";;
"294,,""Pa"",""UT"",""en""";;
"295,,""rad"",""UT"",""en""";;
"296,,""S"",""UT"",""en""";;
"297,,""kPa"",""UT"",""en""";;
"298,,""MPa"",""UT"",""en""";;
"299,,""Mcal"",""UT"",""en""";;
"300,,""atm"",""UT"",""en""";;
"301,,""at"",""UT"",""en""";;
"302,,""GBq"",""UT"",""en""";;
"303,,""R"",""UT"",""en""";;
"304,,""mCi"",""UT"",""en""";;
"305,,""Ci"",""UT"",""en""";;
"306,,""g fissile isotopes"",""UT"",""en""";;
"307,,""mm Hg"",""UT"",""en""";;
"308,,""mbar"",""UT"",""en""";;
"309,,""bar"",""UT"",""en""";;
"310,,""hbar"",""UT"",""en""";;
"312,,""kbar"",""UT"",""en""";;
"313,,""T"",""UT"",""en""";;
"314,,""F"",""UT"",""en""";;
"315,,""g/m'"",""UT"",""en""";;
"316,,""kg/m3"",""UT"",""en""";;
"317,,""dyn/cm2"",""UT"",""en""";;
"319,,""mW/s"",""UT"",""en""";;
"320,,""m2/s"",""UT"",""en""";;
"321,,""m2/kg"",""UT"",""en""";;
"322,,""Å"",""UT"",""en""";;
"323,,""Bq"",""UT"",""en""";;
"324,,""Wb"",""UT"",""en""";;
"325,,""dB"",""UT"",""en""";;
"326,,""sr"",""UT"",""en""";;
"327,,""kn"",""UT"",""en""";;
"328,,""m/s"",""UT"",""en""";;
"329,,""cm/s"",""UT"",""en""";;
"330,,""r/s"",""UT"",""en""";;
"331,,""r/min"",""UT"",""en""";;
"333,,""km/h"",""UT"",""en""";;
"335,,""m/s2"",""UT"",""en""";;
"336,,""mm/s"",""UT"",""en""";;
"337,,""mmH2O"",""UT"",""en""";;
"338,,""mm Hg"",""UT"",""en""";;
"339,,""cmH2O"",""UT"",""en""";;
"348,,""kg/l"",""UT"",""en""";;
"349,,""C/kg"",""UT"",""en""";;
"350,,""ps"",""UTI"",""en""";;
"351,,""ks"",""UTI"",""en""";;
"352,,""ms"",""UTI"",""en""";;
"353,,""ms"",""UTI"",""en""";;
"354,,""s"",""UTI"",""en""";;
"355,,""mni"",""UTI"",""en""";;
"356,,""h"",""UTI"",""en""";;
"357,,""h lucr."",""UTI"",""en""";;
"358,,""h suplini."",""UTI"",""en""";;
"359,,""d";"24h"",""UTI"",""en""";
"360,,""sapt."",""UTI"",""en""";;
"361,,""decad."",""UTI"",""en""";;
"362,,""luna"",""UTI"",""en""";;
"363,,""luna lucr."",""UTI"",""en""";;
"364,,""trim"",""UTI"",""en""";;
"365,,""1/2 a"",""UTI"",""en""";;
"366,,""a"",""UTI"",""en""";;
"367,,""iy"",""UTI"",""en""";;
"368,,""10a"",""UTI"",""en""";;
"369,,""sec."",""UTI"",""en""";;
"487,,""kg/s"",""UE"",""en""";;
"499,,""mg/h"",""UE"",""en""";;
"500,,""kg/h"",""UE"",""en""";;
"501,,""g/kWh"",""UE"",""en""";;
"510,,""kg/ Gcal"",""UE"",""en""";;
"511,,""t-num"",""UE"",""en""";;
"512,,""ttrac"",""UE"",""en""";;
"514,,""om/m2"",""UE"",""en""";;
"521,,""om/km2"",""UE"",""en""";;
"522,,""om/a"",""UE"",""en""";;
"524,,""norm/h"",""UE"",""en""";;
"526,,""norm/ schimb"",""UE"",""en""";;
"527,,""ora lucru util."",""UE"",""en""";;
"528,,""t abur/ h"",""UE"",""en""";;
"533,,""t/h"",""UE"",""en""";;
"534,,""t/d"",""UE"",""en""";;
"535,,""t/schimb"",""UE"",""en""";;
"538,,""omh"",""UE"",""en""";;
"576,,""m3s"",""UE"",""en""";;
"596,,""cm3/s"",""UE"",""en""";;
"597,,""m3h"",""UE"",""en""";;
"599,,""l/km"",""UE"",""en""";;
"601,,""balon"",""UE"",""en""";;
"604,,""borcan"",""UE"",""en""";;
"607,,""damig."",""UE"",""en""";;
"608,,""caldare"",""UE"",""en""";;
"609,,""bara"",""UE"",""en""";;
"612,,""calup"",""UE"",""en""";;
"613,,""sac hirt"",""UE"",""en""";;
"614,,""colac"",""UE"",""en""";;
"615,,""bob."",""UE"",""en""";;
"616,,""butoias"",""UE"",""en""";;
"620,,""butoi"",""UE"",""en""";;
"621,,""seindura"",""UE"",""en""";;
"623,,""foaie"",""UE"",""en""";;
"626,,""vag."",""UE"",""en""";;
"627,,""vag. h"",""UE"",""en""";;
"628,,""vag. d"",""UE"",""en""";;
"629,,""mie caram. st conv."",""UE"",""en""";;
"630,,""numar vag. de servic."",""UE"",""en""";;
"631,,""cale acces"",""UE"",""en""";;
"632,,""doza"",""UE"",""en""";;
"640,,""duz"",""UE"",""en""";;
"641,,""unit."",""UE"",""en""";;
"644,,""unit. util"",""UE"",""en""";;
"645,,""unit. abon."",""UE"",""en""";;
"646,,""unit. nutr."",""UE"",""en""";;
"647,,""q unit. fur."",""UE"",""en""";;
"648,,""unit/t"",""UE"",""en""";;
"649,,""q/ha"",""UE"",""en""";;
"650,,""port legat."",""UE"",""en""";;
"652,,""lin. comun. de serv"",""UE"",""en""";;
"653,,""min comun."",""UE"",""en""";;
"759,,""kg/ha"",""UE"",""en""";;
"760,,""t/ha"",""UE"",""en""";;
"761,,""kg/om"",""UE"",""en""";;
"762,,""ha/om"",""UE"",""en""";;
"763,,""tei/om"",""UE"",""en""";;
"766,,""mie lei/ha"",""UE"",""en""";;
"767,,""lei/h"",""UE"",""en""";;
"768,,""ambalaj"",""UE"",""en""";;
"779,,""duz. ambalaje -"",""UE"",""en""";;
"783,,""om"",""UE"",""en""";;
"794,,""buc."",""UE"",""en""";;
"811,,""lada"",""UE"",""en""";;
"814,,""concentr. masica alcool"",""UE"",""en""";;
"820,,""concentr. volumica alcool"",""UE"",""en""";;
"821,,""l alcool absolut"",""UE"",""en""";;
"831,,""hl alcool absolut"",""UE"",""en""";;
"833,,""capete"",""UE"",""en""";;
"838,,""compl."",""UE"",""en""";;
"839,,""sect."",""UE"",""en""";;
"908,,""nr"",""UE"",""en""";;
"909,,""apart."",""UE"",""en""";;
"911,,""сat"",""UE"",""en""";;
"913,,""V fond carti"",""UE"",""en""";;
"915,,""rep. conv."",""UE"",""en""";;
"916,,""rep. conv/a"",""UE"",""en""";;
"917,,""schimb"",""UE"",""en""";;
"918,,""coala aut."",""UE"",""en""";;
"920,,""coala tip."",""UE"",""en""";;
"921,,""coala edit."",""UE"",""en""";;
"922,,""semn"",""UE"",""en""";;
"923,,""cuv."",""UE"",""en""";;
"924,,""simb."",""UE"",""en""";;
"925,,""teava conv."",""UE"",""en""";;
